,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
611,merchant,A Django app to accept payments from various payment processors.,E-commerce,,https://github.com/agiliq/merchant,True,17,agiliq/merchant,https://github.com/agiliq/merchant,2010-09-29 11:30:58.000,2022-07-08 19:12:50.000,2015-07-08 05:29:26,170.0,992.0,684.0,49.0,23.0,40.0,BSD-3-Clause,,merchant,conda-forge/merchant,,,,,4.0,25.0,25.0,https://pypi.org/project/merchant,,https://anaconda.org/conda-forge/merchant,,,3.0,
612,ObsPy,A Python toolbox for seismology.,Science,,https://github.com/obspy/obspy,True,17,obspy/obspy/wiki/,https://github.com/obspy/obspy,2012-09-08 19:17:46.000,2022-10-06 10:11:19.000,2022-10-06 09:23:40,487.0,946.0,14775.0,,270.0,1361.0,,obspy/obspy,,conda-forge/,2022-03-10 14:28:48,1.3.0,6719.0,60.0,21.0,,,,,https://anaconda.org/conda-forge/,,,3.0,
613,SublimeJEDI,A Sublime Text plugin to the awesome auto-complete library Jedi.,Editor Plugins and IDEs,,https://github.com/srusskih/SublimeJEDI,True,17,srusskih/SublimeJEDI,https://github.com/srusskih/SublimeJEDI,2012-10-16 08:23:57.000,2022-08-30 09:04:37.000,2022-08-30 09:04:17,112.0,930.0,425.0,50.0,34.0,185.0,MIT,,SublimeJEDI,conda-forge/SublimeJEDI,2022-08-30 09:04:37,0.20.0,,,25.0,,,https://pypi.org/project/SublimeJEDI,,https://anaconda.org/conda-forge/SublimeJEDI,,,3.0,
614,mixer,"Another fixtures replacement. Supports Django, Flask, SQLAlchemy, Peewee and etc.",Testing,,https://github.com/klen/mixer,True,17,klen/mixer,https://github.com/klen/mixer,2013-05-19 13:49:50.000,2022-10-03 04:12:40.000,2022-03-23 14:37:36,88.0,855.0,860.0,43.0,33.0,49.0,,,mixer,conda-forge/mixer,,,,88232.0,,,,https://pypi.org/project/mixer,88232.0,https://anaconda.org/conda-forge/mixer,,,3.0,
615,SuperSQLite,A supercharged SQLite library built on top of [apsw](https://github.com/rogerbinns/apsw).,Database Drivers,,https://github.com/plasticityai/supersqlite,True,17,plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09,24.0,702.0,221.0,2.0,6.0,1.0,MIT,,supersqlite,conda-forge/supersqlite,2018-11-22 02:36:13,0.0.78,,413.0,56.0,10.0,10.0,https://pypi.org/project/supersqlite,413.0,https://anaconda.org/conda-forge/supersqlite,,,3.0,
616,lassie,Web Content Retrieval for Humans.,Web Content Extracting,,https://github.com/michaelhelmick/lassie,True,17,michaelhelmick/lassie,https://github.com/michaelhelmick/lassie,2013-07-30 20:41:39.000,2022-07-30 23:22:33.000,2021-08-20 14:32:48,46.0,564.0,,15.0,10.0,29.0,MIT,,lassie,conda-forge/lassie,2021-08-20 14:33:12,0.11.11,,3057.0,22.0,28.0,28.0,https://pypi.org/project/lassie,3057.0,https://anaconda.org/conda-forge/lassie,,,3.0,
617,bccb,Collection of useful code related to biological analysis.,Science,,https://github.com/chapmanb/bcbb,True,17,chapmanb/bcbb,https://github.com/chapmanb/bcbb,2008-12-09 21:05:22.000,2022-07-19 10:58:45.000,2021-11-18 15:07:37,215.0,552.0,1480.0,32.0,14.0,59.0,,,bcbb,conda-forge/bcbb,,,,,,232.0,232.0,https://pypi.org/project/bcbb,,https://anaconda.org/conda-forge/bcbb,,,3.0,
618,modernize,Modernizes Python code for eventual Python 3 migration.,Compatibility,,https://github.com/PyCQA/modernize,True,17,PyCQA/modernize,https://github.com/PyCQA/modernize,2013-08-29 02:53:54.000,2022-09-27 01:10:25.000,2021-01-11 16:55:58,46.0,295.0,433.0,32.0,44.0,85.0,,,modernize,conda-forge/modernize,,,,48968.0,5.0,,,https://pypi.org/project/modernize,48567.0,https://anaconda.org/conda-forge/modernize,2020-10-04 12:43:43.996,26482.0,1.0,
619,pagan,Retro identicon (Avatar) generation based on input string and hash.,Image Processing,,https://github.com/daboth/pagan,True,17,daboth/pagan,https://github.com/daboth/pagan,2014-11-30 12:13:28.000,2022-07-16 08:06:08.000,2021-12-02 16:22:15,41.0,274.0,62.0,9.0,5.0,3.0,GPL-2.0,,pagan,conda-forge/pagan,2016-10-19 16:59:04,0.4.3,,334.0,2.0,58.0,58.0,https://pypi.org/project/pagan,334.0,https://anaconda.org/conda-forge/pagan,,,3.0,
620,Grumpy,More compiler than interpreter as more powerful CPython2.7 replacement (alpha).,Implementations,,https://github.com/google/grumpy,True,16,google/grumpy,https://github.com/google/grumpy,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,627.0,10529.0,331.0,30.0,59.0,80.0,Apache-2.0,,grumpy,conda-forge/grumpy,,,,,,,,https://pypi.org/project/grumpy,,https://anaconda.org/conda-forge/grumpy,,,2.0,
621,MonkeyType,A system for Python that generates static type annotations by collecting runtime types.,Code Analysis,,https://github.com/Instagram/MonkeyType,True,16,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,2017-07-11 00:19:00.000,2022-09-26 22:02:43.000,2022-09-02 03:26:22,146.0,3982.0,,42.0,38.0,119.0,,,MonkeyType,conda-forge/MonkeyType,,,,56444.0,15.0,,,https://pypi.org/project/MonkeyType,55676.0,https://anaconda.org/conda-forge/MonkeyType,2022-02-19 14:25:33.147,43826.0,3.0,
622,toapi,Every web site provides APIs.,Web Content Extracting,,https://github.com/gaojiuli/toapi,True,16,gaojiuli/toapi,https://github.com/gaojiuli/toapi,2017-11-27 08:40:55.000,2022-07-05 22:11:04.000,2021-06-28 01:58:45,223.0,3318.0,462.0,12.0,5.0,48.0,MIT,,toapi,conda-forge/toapi,,,,207.0,,,,https://pypi.org/project/toapi,207.0,https://anaconda.org/conda-forge/toapi,,,3.0,
623,doitlive,A tool for live presentations in the terminal.,Command-line Tools,,https://github.com/sloria/doitlive,True,16,sloria/doitlive,https://github.com/sloria/doitlive,2014-06-16 02:39:29.000,2022-08-14 13:43:38.000,2022-08-14 13:43:37,94.0,3188.0,,18.0,12.0,36.0,MIT,,doitlive,conda-forge/doitlive,,,,195.0,,17.0,17.0,https://pypi.org/project/doitlive,195.0,https://anaconda.org/conda-forge/doitlive,,,3.0,
624,percol,Adds flavor of interactive selection to the traditional pipe concept on UNIX.,Command-line Tools,,https://github.com/mooz/percol,True,16,mooz/percol,https://github.com/mooz/percol,2011-02-27 17:08:29.000,2022-03-30 16:01:27.000,2019-07-23 23:48:07,142.0,3133.0,409.0,36.0,36.0,29.0,,,percol,conda-forge/percol,2015-03-18 06:07:52,0.1.0,,2655.0,1.0,,,https://pypi.org/project/percol,2655.0,https://anaconda.org/conda-forge/percol,,,3.0,
625,PeachPy,x86-64 assembler embedded in Python.,Implementations,,https://github.com/Maratyszcza/PeachPy,True,16,Maratyszcza/PeachPy,https://github.com/Maratyszcza/PeachPy,2015-01-26 06:32:48.000,2022-09-30 12:14:03.000,2022-09-27 19:15:59,143.0,1681.0,378.0,24.0,24.0,65.0,,,PeachPy,conda-forge/PeachPy,,,,26.0,,11.0,11.0,https://pypi.org/project/PeachPy,26.0,https://anaconda.org/conda-forge/PeachPy,,,2.0,
626,makesite,"Simple, lightweight, and magic-free static site/blog generator ( 130 lines).",Static Site Generator,,https://github.com/sunainapai/makesite,True,16,sunainapai/makesite,https://github.com/sunainapai/makesite,2018-03-17 09:18:54.000,2022-08-11 19:29:22.000,2021-01-03 16:42:44,261.0,1650.0,29.0,8.0,5.0,8.0,MIT,,makesite,conda-forge/makesite,,,,467.0,,,,https://pypi.org/project/makesite,467.0,https://anaconda.org/conda-forge/makesite,,,3.0,
627,Pyjion,A JIT for Python based upon CoreCLR.,Implementations,,https://github.com/microsoft/Pyjion,True,16,Microsoft/Pyjion,https://github.com/microsoft/Pyjion,2015-09-16 22:26:12.000,2022-02-13 06:29:59.782,2020-11-16 21:35:53,70.0,1568.0,582.0,17.0,38.0,76.0,MIT,,Pyjion,conda-forge/Pyjion,,,,1226.0,1.0,,,https://pypi.org/project/Pyjion,1187.0,https://anaconda.org/conda-forge/Pyjion,2022-02-13 06:29:59.782,316.0,2.0,
628,Metrics,Machine learning evaluation metrics.,Machine Learning,,https://github.com/benhamner/Metrics,True,16,benhamner/Metrics,https://github.com/benhamner/Metrics,2012-06-12 15:52:50.000,2022-08-04 13:31:21.000,2015-09-09 04:13:23,413.0,1551.0,242.0,7.0,12.0,7.0,,,Metrics,conda-forge/Metrics,,,,2809.0,,,,https://pypi.org/project/Metrics,2809.0,https://anaconda.org/conda-forge/Metrics,,,3.0,
629,jet-bridge,Admin panel framework for any application with nice UI (ex Jet Django).,Admin Panels,,https://github.com/jet-admin/jet-bridge,True,16,jet-admin/jet-bridge,https://github.com/jet-admin/jet-bridge,2018-12-26 10:27:33.000,2022-09-23 08:01:54.000,2022-09-23 08:00:17,112.0,1266.0,1003.0,4.0,10.0,4.0,MIT,,jet-bridge,conda-forge/jet-bridge,,,,988.0,,,,https://pypi.org/project/jet-bridge,988.0,https://anaconda.org/conda-forge/jet-bridge,,,3.0,
630,Plan,Writing crontab file in Python like a charm.,Job Scheduler,,https://github.com/fengsp/plan,True,16,fengsp/plan,https://github.com/fengsp/plan,2014-05-27 06:35:31.000,2022-07-16 22:44:50.000,2020-05-14 03:02:37,89.0,1159.0,101.0,7.0,1.0,8.0,,,plan,conda-forge/plan,,,,1380.0,,71.0,71.0,https://pypi.org/project/plan,1380.0,https://anaconda.org/conda-forge/plan,,,3.0,
631,nude.py,Nudity detection.,Image Processing,,https://github.com/hhatto/nude.py,True,16,hhatto/nude.py,https://github.com/hhatto/nude.py,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000,2020-11-23 13:49:02,130.0,866.0,79.0,12.0,7.0,3.0,MIT,,nude.py,conda-forge/nude.py,,,,,,2757.0,2757.0,https://pypi.org/project/nude.py,,https://anaconda.org/conda-forge/nude.py,,,3.0,
632,localshop,Local PyPI server (custom packages and auto-mirroring of pypi).,Package Repositories,,https://github.com/mvantellingen/localshop,True,16,jazzband/localshop,https://github.com/mvantellingen/localshop,2012-02-05 12:03:50.000,2022-08-19 14:56:35.000,2022-07-17 19:39:21,110.0,383.0,611.0,46.0,33.0,77.0,MIT,mvantellingen/localshop,localshop,conda-forge/localshop,,,,142.0,,4.0,4.0,https://pypi.org/project/localshop,142.0,https://anaconda.org/conda-forge/localshop,,,2.0,
633,Chronyk,A Python 3 library for parsing human-written times and dates.,Date and Time,,https://github.com/KoffeinFlummi/Chronyk,True,16,KoffeinFlummi/Chronyk,https://github.com/KoffeinFlummi/Chronyk,2014-09-14 10:51:14.000,2019-12-08 05:50:11.000,2015-08-02 15:04:40,16.0,339.0,80.0,3.0,5.0,5.0,MIT,,Chronyk,conda-forge/Chronyk,2015-08-02 14:50:24,1.0.1,,595.0,2.0,21.0,21.0,https://pypi.org/project/Chronyk,595.0,https://anaconda.org/conda-forge/Chronyk,,,3.0,
634,manhole,Debugging UNIX socket connections and present the stacktraces for all threads and an interactive prompt.,Debugging Tools,,https://github.com/ionelmc/python-manhole,True,16,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,2013-06-26 21:49:34.000,2022-02-02 16:18:19.000,2022-02-02 16:18:05,20.0,332.0,489.0,11.0,6.0,15.0,BSD-2-Clause,,python-manhole,conda-forge/python-manhole,2021-03-24 19:56:29,1.7.0,,7.0,14.0,115.0,115.0,https://pypi.org/project/python-manhole,7.0,https://anaconda.org/conda-forge/python-manhole,,,3.0,
635,hot-redis,Rich Python data types for Redis.,ORM,,https://github.com/stephenmcd/hot-redis,True,16,stephenmcd/hot-redis,https://github.com/stephenmcd/hot-redis,2013-10-22 10:15:34.000,2020-01-05 02:42:06.000,2018-10-16 00:28:23,29.0,280.0,159.0,6.0,6.0,5.0,BSD-2-Clause,,hot-redis,conda-forge/hot-redis,,,,407.0,,26.0,26.0,https://pypi.org/project/hot-redis,407.0,https://anaconda.org/conda-forge/hot-redis,,,3.0,
636,GeoIP,Python API for MaxMind GeoIP Legacy Database.,Geolocation,,https://github.com/maxmind/geoip-api-python,True,16,maxmind/geoip-api-python,https://github.com/maxmind/geoip-api-python,2012-06-19 19:37:34.000,2021-02-11 20:04:43.000,2021-02-11 20:04:39,53.0,230.0,,12.0,,19.0,LGPL-2.1,,geoip-api-python,conda-forge/geoip-api-python,2014-08-22 15:01:13,1.3.2,,,8.0,1168.0,1168.0,https://pypi.org/project/geoip-api-python,,https://anaconda.org/conda-forge/geoip-api-python,,,3.0,
637,DottedDict,A library that provides a method of accessing lists and dicts with a dotted path notation.,Built-in Classes Enhancement,,https://github.com/carlosescri/DottedDict,True,16,carlosescri/DottedDict,https://github.com/carlosescri/DottedDict,2014-03-07 18:29:00.000,2020-04-16 15:51:58.000,2015-10-30 10:12:43,18.0,150.0,32.0,3.0,7.0,2.0,MIT,,DottedDict,conda-forge/DottedDict,2015-10-30 10:15:17,0.1.8,62.0,28.0,6.0,66.0,66.0,https://pypi.org/project/DottedDict,28.0,https://anaconda.org/conda-forge/DottedDict,,,3.0,
638,memory_profiler,Monitor Memory usage of Python code.,Debugging Tools,,https://github.com/fabianp/memory_profiler,True,16,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,2016-05-26 17:45:08.632,2021-12-19 14:16:49.287,2018-06-28 13:35:12,13.0,79.0,500.0,61.0,,,,,memory_profiler,conda-forge/memory_profiler,,,,600767.0,11.0,,,https://pypi.org/project/memory_profiler,597905.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,220418.0,3.0,
639,tartiflette-aiohttp,An `aiohttp`-based wrapper for Tartiflette to expose GraphQL APIs over HTTP.,GraphQL,,https://github.com/tartiflette/tartiflette-aiohttp,True,16,tartiflette/tartiflette-aiohttp/,https://github.com/tartiflette/tartiflette-aiohttp,2018-11-07 05:16:40.000,2022-10-03 07:11:23.000,2022-09-07 18:59:30,7.0,60.0,228.0,,3.0,15.0,MIT,,,conda-forge/,2021-11-15 10:12:31,1.4.1,,,13.0,44.0,44.0,,,https://anaconda.org/conda-forge/,,,3.0,
640,funNLP,A collection of tools and datasets for Chinese NLP.,Natural Language Processing,,https://github.com/fighting41love/funNLP,True,15,fighting41love/funNLP,https://github.com/fighting41love/funNLP,2018-08-21 11:20:39.000,2022-10-03 02:30:00.000,2022-10-03 02:29:07,11297.0,43730.0,137.0,10.0,10.0,41.0,,,funNLP,conda-forge/funNLP,,,,14.0,,,,https://pypi.org/project/funNLP,14.0,https://anaconda.org/conda-forge/funNLP,,,3.0,
641,xonsh,"A Python-powered, cross-platform, Unix-gazing shell language and command prompt.",Shell,,https://github.com/xonsh/xonsh,True,15,xonsh/xonsh/,https://github.com/xonsh/xonsh,2015-01-21 22:05:27.000,2022-10-05 16:33:48.000,2022-10-05 06:24:05,557.0,6365.0,,,243.0,2126.0,,,,conda-forge/,2022-09-15 13:52:58,0.13.3,8071.0,88.0,96.0,,,,,https://anaconda.org/conda-forge/,,,1.0,
642,jedi-vim,Vim bindings for the Jedi auto-completion library for Python.,Editor Plugins and IDEs,,https://github.com/davidhalter/jedi-vim,True,15,davidhalter/jedi-vim,https://github.com/davidhalter/jedi-vim,2012-09-18 14:14:29.000,2022-05-30 18:27:23.000,2022-04-08 13:07:48,365.0,5081.0,918.0,94.0,23.0,741.0,MIT,,jedi-vim,conda-forge/jedi-vim,,,,,,,,https://pypi.org/project/jedi-vim,,https://anaconda.org/conda-forge/jedi-vim,,,3.0,
643,Pyston,A Python implementation using JIT techniques.,Implementations,,https://github.com/pyston/pyston_v1,True,15,dropbox/pyston,https://github.com/pyston/pyston_v1,2014-04-01 07:17:20.000,2021-05-07 15:23:26.000,2021-05-06 21:36:18,295.0,4944.0,3.0,,9.0,266.0,,pyston/pyston_v1,pyston,conda-forge/pyston,2021-05-07 15:23:26,master,5101.0,28292.0,10.0,,,https://pypi.org/project/pyston,28240.0,https://anaconda.org/conda-forge/pyston,,,3.0,3.0
644,conda,"Cross-platform, Python-agnostic binary package manager.",Package Management,,https://github.com/conda/conda,True,15,conda/conda/,https://github.com/conda/conda,2012-10-15 22:08:03.000,2022-10-06 13:31:26.000,2022-10-06 13:28:04,1201.0,4901.0,,,929.0,7717.0,,,,conda-forge/,2022-09-20 09:40:51,22.9.0,,,100.0,,,,,https://anaconda.org/conda-forge/,,,3.0,
645,ultrajson,A fast JSON decoder and encoder written in C with Python bindings.,Serialization,,https://github.com/ultrajson/ultrajson,True,15,esnme/ultrajson,https://github.com/ultrajson/ultrajson,2011-02-27 20:00:51.000,2022-10-04 23:29:01.000,2022-10-03 19:06:41,325.0,3859.0,,82.0,25.0,303.0,,ultrajson/ultrajson,ultrajson,conda-forge/ultrajson,2022-09-15 18:01:20,5.5.0,,,21.0,,,https://pypi.org/project/ultrajson,,https://anaconda.org/conda-forge/ultrajson,,,3.0,
646,warehouse,Next generation Python Package Repository (PyPI).,Package Repositories,,https://github.com/pypi/warehouse,True,15,pypa/warehouse,https://github.com/pypi/warehouse,2013-03-30 19:03:53.000,2022-10-06 10:01:42.000,2022-10-05 21:13:36,774.0,3051.0,,323.0,396.0,2346.0,Apache-2.0,pypi/warehouse,warehouse,conda-forge/warehouse,,,,,,,,https://pypi.org/project/warehouse,,https://anaconda.org/conda-forge/warehouse,,,3.0,
647,zeroRPC,zerorpc is a flexible RPC implementation based on [ZeroMQ](http://zeromq.org/) and [MessagePack](http://msgpack.org/).,RPC Servers,,https://github.com/0rpc/zerorpc-python,True,15,0rpc/zerorpc-python,https://github.com/0rpc/zerorpc-python,2012-02-24 22:15:23.000,2022-07-20 08:20:18.000,2022-01-06 02:48:06,363.0,2997.0,257.0,38.0,49.0,113.0,,,zerorpc-python,conda-forge/zerorpc-python,,,,239.0,1.0,,,https://pypi.org/project/zerorpc-python,,https://anaconda.org/conda-forge/zerorpc-python,2022-06-06 11:53:32.968,1196.0,1.0,
648,sortedcontainers,Fast and pure-Python implementation of sorted collections.,Algorithms and Design Patterns,,https://github.com/grantjenks/python-sortedcontainers,True,15,grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,2014-02-24 17:44:20.000,2022-10-05 18:04:23.000,2022-10-05 18:04:23,179.0,2724.0,617.0,23.0,14.0,143.0,,,python-sortedcontainers,conda-forge/python-sortedcontainers,2019-03-05 21:20:36,2.1.0,,,1.0,,,https://pypi.org/project/python-sortedcontainers,,https://anaconda.org/conda-forge/python-sortedcontainers,,,3.0,
649,Box,Python dictionaries with advanced dot notation access.,Built-in Classes Enhancement,,https://github.com/cdgriffith/Box,True,15,cdgriffith/Box,https://github.com/cdgriffith/Box,2017-03-11 04:46:51.000,2022-08-16 02:06:18.000,2022-04-02 02:24:21,84.0,2067.0,46.0,,21.0,121.0,MIT,,Box,conda-forge/Box,2022-04-02 02:24:50,6.0.2,30.0,0.0,48.0,,,https://pypi.org/project/Box,,https://anaconda.org/conda-forge/Box,,,3.0,
650,cola,A distributed crawling framework.,Web Crawling,,https://github.com/qinxuye/cola,True,15,chineking/cola,https://github.com/qinxuye/cola,2013-05-15 06:41:01.000,2022-07-31 00:13:43.000,2020-03-01 06:25:05,533.0,1448.0,254.0,3.0,13.0,52.0,,qinxuye/cola,cola,conda-forge/cola,,,,102.0,1.0,16.0,16.0,https://pypi.org/project/cola,102.0,https://anaconda.org/conda-forge/cola,,,3.0,
651,html5lib,A standards-compliant library for parsing and serializing HTML documents and fragments.,HTML Manipulation,,https://github.com/html5lib/html5lib-python,True,15,html5lib/html5lib-python,https://github.com/html5lib/html5lib-python,2013-04-09 14:07:42.000,2022-07-06 08:08:43.000,2021-09-17 10:33:24,257.0,987.0,1592.0,62.0,85.0,160.0,MIT,,html5lib-python,conda-forge/html5lib-python,,,,,,,,https://pypi.org/project/html5lib-python,,https://anaconda.org/conda-forge/html5lib-python,,,3.0,
652,feincms,One of the most advanced Content Management Systems built on Django.,CMS,,https://github.com/feincms/feincms,True,15,feincms/feincms,https://github.com/feincms/feincms,2009-01-27 20:34:16.000,2022-07-04 06:46:36.000,2022-07-04 06:46:36,214.0,841.0,,135.0,26.0,412.0,BSD-3-Clause,,feincms,conda-forge/feincms,,,,4575.0,,,,https://pypi.org/project/feincms,4575.0,https://anaconda.org/conda-forge/feincms,,,3.0,
653,tartiflette-asgi,ASGI support for the Tartiflette GraphQL engine.,GraphQL,,https://github.com/tartiflette/tartiflette-asgi,True,15,tartiflette/tartiflette-asgi/,https://github.com/tartiflette/tartiflette-asgi,2019-04-19 19:38:45.000,2022-09-05 14:27:16.000,2022-05-20 21:14:37,15.0,101.0,166.0,,6.0,43.0,MIT,,,conda-forge/,2022-05-13 14:47:44,0.12.0,,,1.0,10.0,10.0,,,https://anaconda.org/conda-forge/,,,3.0,
654,SerpentAI,Game agent framework. Use any video game as a deep learning sandbox.,Deep Learning,,https://github.com/SerpentAI/SerpentAI,True,14,SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000,2020-05-22 22:34:09,727.0,6348.0,39.0,7.0,,,MIT,,SerpentAI,conda-forge/SerpentAI,,,214.0,91.0,1.0,,,https://pypi.org/project/SerpentAI,84.0,https://anaconda.org/conda-forge/SerpentAI,,,3.0,
655,python-mode,An all in one plugin for turning Vim into a Python IDE.,Editor Plugins and IDEs,,https://github.com/python-mode/python-mode,True,14,python-mode/python-mode,https://github.com/python-mode/python-mode,2011-09-18 09:41:07.000,2022-01-28 23:43:18.000,2022-01-28 23:43:18,764.0,5377.0,825.0,130.0,21.0,876.0,LGPL-3.0,,python-mode,conda-forge/python-mode,,,,,1.0,,,https://pypi.org/project/python-mode,,https://anaconda.org/conda-forge/python-mode,,,3.0,
